Wall time,Step,Value
1727165562.9441736,0,0.40839242935180664
1727165867.344709,1,0.8790386319160461
1727166172.5568855,2,0.9558313488960266
1727166476.277303,3,0.9769503474235535
1727166781.0489137,4,0.9783688187599182
1727167086.923548,5,0.9843183755874634
1727167391.1733658,6,0.9832545518875122
1727167696.5077753,7,0.9854609966278076
1727168001.398859,8,0.9826241135597229
1727168383.147246,9,0.991962194442749
1727168883.9584765,10,0.9889677166938782
1727169573.2441556,11,0.9873128533363342
1727169938.971129,12,0.994286835193634
1727170240.657209,13,0.988494873046875
1727170544.6618936,14,0.9949960708618164
1727170850.995846,15,0.9909377694129944
1727171153.1484668,16,0.9939322471618652
1727171451.669113,17,0.9912135601043701
1727171751.3629186,18,0.9952324628829956
1727172052.8301456,19,0.9947990775108337
1727172357.1135504,20,0.9945232272148132
1727172660.9059281,21,0.996020495891571
1727172964.6252131,22,0.9951536655426025
1727173268.659962,23,0.9945232272148132
1727173573.0358162,24,0.9940504431724548
1727173916.6757,25,0.9972025156021118
1727174617.1036644,26,0.996020495891571
1727175327.2166083,27,0.9966509342193604
1727176016.50336,28,0.9950354695320129
1727176697.0244796,29,0.995114266872406
1727177279.785952,30,0.9964144825935364
1727177617.0550718,31,0.9957053065299988
1727177921.0682547,32,0.9952718615531921
1727178225.5828454,33,0.9946808218955994
1727178531.9400418,34,0.99858158826828
1727178836.7468643,35,0.9957841038703918
1727179142.2746654,36,0.9955870509147644
1727179447.0212045,37,0.9967297315597534
1727179751.440509,38,0.9970055222511292
1727180056.8389282,39,0.9947990775108337
1727180363.3113978,40,0.9994877576828003
1727180666.357732,41,0.9967297315597534
1727180968.602875,42,0.995114266872406
1727181270.3465807,43,0.9951930642127991
1727181574.168358,44,0.9985421299934387
1727181876.0228136,45,0.9964538812637329
1727182178.6242235,46,0.9978329539299011
1727182481.972196,47,0.9972813129425049
1727182786.1572936,48,0.9957447052001953
1727183088.7278948,49,0.9972419142723083
1727183393.0163786,50,0.9958629012107849
1727183696.4034843,51,0.9983057379722595
1727183998.4603515,52,0.9966509342193604
1727184301.29599,53,0.9960992932319641
1727184602.8840773,54,0.9997636079788208
1727184905.9639602,55,0.9938928484916687
1727185213.1566293,56,0.9995272159576416
1727185514.3708222,57,0.995114266872406
1727185815.497895,58,0.9987391829490662
1727186117.898845,59,0.9958235025405884
1727186420.8119206,60,0.997438907623291
1727186722.575511,61,0.9968085289001465
1727187025.4094062,62,0.9960992932319641
1727187328.1422708,63,0.9978723526000977
1727187630.551265,64,0.9950748682022095
1727187932.3602474,65,0.9990149736404419
1727188235.3318088,66,0.9975571036338806
1727188537.315354,67,0.9972813129425049
1727188839.6413786,68,0.9966903328895569
1727189142.196481,69,0.9981875419616699
1727189444.6612885,70,0.9971237182617188
1727189746.957157,71,0.996532678604126
1727190048.04122,72,0.9969661235809326
1727190349.1620924,73,0.9963750839233398
1727190650.81457,74,0.9970449209213257
1727190953.6772268,75,0.9969267249107361
1727191256.292645,76,0.9972419142723083
1727191558.5754724,77,0.9957841038703918
1727191860.4977899,78,0.9983057379722595
1727192162.2054641,79,0.9982269406318665
1727192464.2761679,80,0.9969267249107361
1727192766.9593053,81,0.9977935552597046
1727193068.48224,82,0.9963750839233398
1727193372.304481,83,0.9955870509147644
1727193676.8788447,84,0.9984239339828491
1727193981.0967696,85,0.995114266872406
1727194285.325811,86,0.9978723526000977
1727194589.3198395,87,0.9961780905723572
1727194893.9171572,88,0.9978723526000977
1727195208.0248866,89,0.9955476522445679
1727195519.1439915,90,0.9972813129425049
1727195829.0417008,91,0.9962568879127502
1727196138.4724312,92,0.99858158826828
1727196446.5604339,93,0.9967297315597534
1727196754.0327742,94,0.9977935552597046
1727197060.3591256,95,0.9948778748512268
1727197369.8929772,96,0.9988573789596558
1727197678.9616158,97,0.9966509342193604
1727197985.950537,98,0.996611475944519
1727198293.8187773,99,0.9974783062934875
