Wall time,Step,Value
1726980669.122348,1000,13.413593292236328
1726980863.946132,2000,4.237063884735107
1726981059.4790773,3000,2.340373992919922
1726981255.1652274,4000,1.4391752481460571
1726981451.3064866,5000,0.948366105556488
1726981647.119871,6000,0.7619882225990295
1726981843.0075843,7000,0.6324196457862854
1726982039.2294142,8000,0.37699031829833984
1726982235.1434703,9000,0.2757415175437927
1726982431.2327113,10000,0.2736339569091797
1726982628.869032,11000,0.20096980035305023
1726982824.3169985,12000,0.16908647119998932
1726983019.757372,13000,0.1380854994058609
1726983215.1161158,14000,0.11704638600349426
1726983410.7045896,15000,0.08859418332576752
1726983606.085836,16000,0.07917970418930054
1726983801.527018,17000,0.06904393434524536
1726983996.889639,18000,0.06149149313569069
1726984192.2721636,19000,0.05256388336420059
1726984387.4856973,20000,0.08148016035556793
1726984582.60423,21000,0.04932845011353493
1726984777.8043795,22000,0.04719262570142746
1726984973.4355466,23000,0.042471885681152344
1726985169.01644,24000,0.04283355548977852
1726985364.7820604,25000,0.04179628938436508
1726985560.2918875,26000,0.040949732065200806
1726985755.7364933,27000,0.03787652403116226
1726985951.144549,28000,0.037263501435518265
1726986146.6048896,29000,0.41430801153182983
1726986341.8452485,30000,0.03578294813632965
1726986536.8761532,31000,0.04243703559041023
1726986731.8253205,32000,0.03452884405851364
1726986926.90269,33000,0.03402525186538696
1726987121.9000254,34000,0.5480836629867554
1726987316.5108905,35000,0.032946374267339706
1726987511.4567351,36000,0.03265940025448799
1726987710.510435,37000,0.032106105238199234
1726987910.8428948,38000,0.05319313332438469
1726988110.6376827,39000,0.031502339988946915
1726988307.2757933,40000,0.030877603217959404
1726988504.0241468,41000,0.03084268607199192
1726988707.3409612,42000,0.03032754361629486
1726988915.9000502,43000,0.029951896518468857
1726989126.2549326,44000,0.02978532388806343
1726989334.0152824,45000,0.02934456244111061
1726989538.8072798,46000,0.029084308072924614
1726989744.052851,47000,0.02878611348569393
1726989947.8949368,48000,0.028491433709859848
1726990153.223988,49000,0.02841530367732048
1726990359.1618633,50000,0.028067095205187798
1726990563.386064,51000,0.027813827618956566
1726990768.352278,52000,0.027646714821457863
1726990972.268869,53000,0.02752203308045864
1726991176.1615074,54000,0.027376146987080574
1726991391.6924875,55000,0.027281874790787697
1726991631.3957462,56000,0.027162769809365273
1726991833.8948486,57000,0.02701912634074688
1726992035.2945163,58000,0.026919789612293243
1726992236.3250837,59000,0.026837307959794998
1726992438.1976054,60000,0.026714833453297615
1726992639.5923007,61000,0.026585198938846588
1726992841.442281,62000,0.026453707367181778
1726993043.3060398,63000,0.026365168392658234
1726993244.562664,64000,0.026316514238715172
1726993446.0430083,65000,0.026175394654273987
1726993647.1707017,66000,0.0260779969394207
1726993847.7650633,67000,0.025937512516975403
1726994049.5861542,68000,0.02590464986860752
1726994251.2718856,69000,0.025772839784622192
1726994454.002158,70000,0.02566748484969139
1726994654.837087,71000,0.025538818910717964
1726994855.1373382,72000,0.025450430810451508
1726995055.0805237,73000,0.02534976415336132
1726995254.9027925,74000,0.025258364155888557
1726995455.1576478,75000,0.025188274681568146
1726995654.6544423,76000,0.025117158889770508
1726995854.615969,77000,0.024992486461997032
1726996055.0203373,78000,0.025014428421854973
1726996254.300281,79000,0.024811729788780212
1726996454.1315768,80000,0.024705007672309875
1726996653.4393551,81000,0.024657350033521652
1726996853.422379,82000,0.024585584178566933
1726997053.5966668,83000,0.02444698102772236
1726997253.0335054,84000,0.024361254647374153
1726997453.5772393,85000,0.024310756474733353
1726997652.8994796,86000,0.0242072194814682
1726997852.1967585,87000,0.024265028536319733
1726998052.368521,88000,0.024055110290646553
1726998251.7510264,89000,0.02396445721387863
1726998451.3228505,90000,0.02388051338493824
1726998650.3871155,91000,0.023820707574486732
1726998849.4440374,92000,0.023768775165081024
1726999048.9196532,93000,0.02365105412900448
1726999247.6625204,94000,0.023557649925351143
1726999446.7200878,95000,0.023608431220054626
1726999645.7490597,96000,0.023406341671943665
1726999844.745652,97000,0.023364389315247536
1727000044.0390134,98000,0.023302767425775528
1727000243.094755,99000,0.023257547989487648
1727000442.1874912,100000,0.02316119335591793
1727000641.0213268,101000,0.023133959621191025
1727000840.2542028,102000,0.023075832054018974
1727001039.721789,103000,0.023031119257211685
1727001248.1079848,104000,0.023005841299891472
1727001447.7834191,105000,0.023000415414571762
1727001656.826439,106000,0.02292676270008087
1727001856.0358367,107000,0.022873617708683014
1727002063.959621,108000,0.02283930778503418
1727002263.0545201,109000,0.022833848372101784
1727002471.557893,110000,0.022809648886322975
1727002669.0328696,111000,0.022765545174479485
1727002870.7915566,112000,0.02272067405283451
1727003068.210149,113000,0.022664951160550117
1727003269.6094058,114000,0.022655347362160683
1727003469.816401,115000,0.022612107917666435
1727003670.5054545,116000,0.02259010635316372
1727003872.223408,117000,0.02254418097436428
1727004069.1395688,118000,0.022504091262817383
1727004270.0845616,119000,0.02247011847794056
1727004467.6061826,120000,0.022457459941506386
1727004667.941275,121000,0.02237674780189991
1727004865.2587087,122000,0.022364407777786255
1727005066.5864148,123000,0.02235995978116989
1727005263.6252265,124000,0.022274550050497055
1727005462.5908313,125000,0.022244172170758247
1727005659.9760106,126000,0.02223926968872547
1727005866.3411717,127000,0.022189132869243622
1727006073.113393,128000,0.02215540036559105
1727006287.5651054,129000,0.02210674062371254
