Wall time,Step,Value
1727035531.3949316,1000,91.53001403808594
1727035797.5484483,2000,36.46944808959961
1727036077.8470776,3000,22.215774536132812
1727036348.4608657,4000,14.319249153137207
1727036615.4880142,5000,9.942708015441895
1727036888.2982247,6000,8.018414497375488
1727037160.3231463,7000,6.027281284332275
1727037425.8013065,8000,4.626960277557373
1727037698.874173,9000,3.5992228984832764
1727037957.7555215,10000,3.2087900638580322
1727038207.9819133,11000,2.7277262210845947
1727038474.60664,12000,2.2441561222076416
1727038744.5487108,13000,2.0809364318847656
1727039017.8815572,14000,1.6483947038650513
1727039286.7618012,15000,1.2927570343017578
1727039553.7705772,16000,1.3395946025848389
1727039829.7167845,17000,1.1434801816940308
1727040094.5723693,18000,1.139091968536377
1727040364.6036909,19000,1.0733320713043213
1727040613.6686146,20000,0.9676377177238464
1727040875.2099502,21000,0.7166718244552612
1727041147.1736622,22000,0.8113027811050415
1727041414.0754983,23000,0.8039352893829346
1727041680.4135253,24000,0.720399796962738
1727041948.5787852,25000,0.45426684617996216
1727042223.471407,26000,0.8645095825195312
1727042474.6514206,27000,0.4853660464286804
1727042717.1649258,28000,0.5165104269981384
1727042965.3751004,29000,0.5615054965019226
1727043205.8451352,30000,0.2630215585231781
1727043447.3180242,31000,0.583361804485321
1727043688.4852543,32000,0.28666019439697266
1727043904.477666,33000,0.3273528516292572
1727044130.565945,34000,0.38398778438568115
1727044347.0666835,35000,0.19108402729034424
1727044569.8085155,36000,0.35980093479156494
1727044785.3972728,37000,0.34075549244880676
1727044990.1572247,38000,0.30255594849586487
1727045191.8843894,39000,0.18740153312683105
1727045389.7766495,40000,0.18555675446987152
1727045586.665945,41000,0.19462448358535767
1727045783.7706437,42000,0.14433057606220245
1727045980.6566198,43000,0.11206270009279251
1727046179.9272604,44000,0.15615682303905487
1727046376.6740592,45000,0.11333495378494263
1727046574.067552,46000,0.1712600588798523
1727046770.5920348,47000,0.18198706209659576
1727046968.003304,48000,0.1080327183008194
1727047164.6797068,49000,0.13929587602615356
1727047362.5769594,50000,0.11678700894117355
1727047560.5337124,51000,0.06443128734827042
