Wall time,Step,Value
1726991713.1596842,1000,95.34488677978516
1726991911.6341035,2000,44.80281448364258
1726992111.6462421,3000,24.739538192749023
1726992311.0878265,4000,17.007671356201172
1726992511.0396316,5000,10.750901222229004
1726992711.338059,6000,8.446590423583984
1726992910.7012734,7000,5.925568103790283
1726993110.483577,8000,4.295578956604004
1726993309.5614433,9000,3.2242555618286133
1726993508.7204347,10000,2.562699794769287
1726993707.8146102,11000,2.160388946533203
1726993906.4140377,12000,1.8050284385681152
1726994106.0696223,13000,1.398563265800476
1726994305.0545135,14000,1.271856665611267
1726994506.0757325,15000,1.152384638786316
1726994705.37382,16000,1.002638578414917
1726994903.7940135,17000,0.873921811580658
1726995102.7893546,18000,0.6927922368049622
1726995300.959601,19000,0.6132341623306274
1726995499.5623322,20000,0.554287850856781
1726995698.5109599,21000,0.465483695268631
1726995897.0401373,22000,0.40707987546920776
1726996095.286999,23000,0.40340253710746765
1726996293.5450203,24000,0.3805418312549591
1726996492.4937828,25000,0.26871055364608765
1726996691.1932552,26000,0.2609330415725708
1726996889.119909,27000,0.2142096757888794
1726997087.9703512,28000,0.20820558071136475
1726997285.75211,29000,0.17369864881038666
1726997483.8652635,30000,0.15009643137454987
1726997681.8115778,31000,0.1318093091249466
1726997880.2642982,32000,0.11911248415708542
1726998078.643535,33000,0.1312248706817627
1726998276.9940422,34000,0.08610977977514267
1726998474.9305134,35000,0.07437218725681305
1726998673.2712986,36000,0.08553790301084518
1726998871.6037235,37000,0.06889960914850235
1726999069.615677,38000,0.07912664115428925
1726999267.1893814,39000,0.059822723269462585
1726999465.7680788,40000,0.0827246755361557
1726999663.962193,41000,0.0477726124227047
1726999862.3992388,42000,0.048187389969825745
1727000060.6417103,43000,0.04112362489104271
1727000258.6792843,44000,0.039551980793476105
1727000456.8054156,45000,0.06783833354711533
1727000654.6622062,46000,0.06136443838477135
1727000852.9574835,47000,0.03828771412372589
1727001051.3772554,48000,0.04153210297226906
1727001258.4096842,49000,0.0360344722867012
1727001457.696179,50000,0.03468061983585358
1727001665.0915568,51000,0.03382391482591629
1727001862.9509861,52000,0.03413594141602516
1727002071.013815,53000,0.03329220414161682
1727002269.2446475,54000,0.03410149738192558
1727002477.070212,55000,0.03290971368551254
1727002673.4950633,56000,0.03262179344892502
1727002874.6178498,57000,0.03275575488805771
1727003071.0561352,58000,0.03214375674724579
1727003270.7889235,59000,0.03204512223601341
1727003470.1657572,60000,0.03173155337572098
1727003670.7441907,61000,0.031240826472640038
1727003871.9541273,62000,0.03115038387477398
1727004068.3367896,63000,0.030870381742715836
1727004269.4695256,64000,0.030607881024479866
1727004465.9171798,65000,0.030552320182323456
1727004666.291482,66000,0.03034401312470436
1727004862.2294793,67000,0.030110293999314308
1727005063.3437407,68000,0.030508337542414665
1727005259.4193423,69000,0.04083002731204033
1727005457.3477411,70000,0.0320923775434494
1727005653.8671596,71000,0.029358157888054848
1727005859.8203812,72000,0.0667814090847969
1727006064.9333394,73000,0.02909017726778984
1727006274.8499637,74000,0.02933545783162117
1727006493.551652,75000,0.08956349641084671
1727006757.042764,76000,0.028590483590960503
1727007040.0153353,77000,0.029089225456118584
1727007316.8966334,78000,0.028316300362348557
1727007586.4251726,79000,0.028130052611231804
1727007860.8603601,80000,0.028098681941628456
1727008148.97335,81000,0.11539755761623383
1727008416.7932563,82000,0.02776573970913887
1727008682.916256,83000,0.02757926657795906
1727008974.5005927,84000,0.03487810865044594
1727009259.2081232,85000,0.027335170656442642
1727009546.115931,86000,0.054640334099531174
1727009827.7165782,87000,0.027905160561203957
1727010116.5127463,88000,0.026915978640317917
1727010398.5973895,89000,0.026949472725391388
1727010671.8175666,90000,0.02664816565811634
1727010949.5547004,91000,0.08591046929359436
1727011223.7706344,92000,0.026610584929585457
1727011496.978798,93000,0.026329586282372475
1727011779.2880847,94000,0.026621941477060318
1727012053.1582825,95000,0.026071904227137566
1727012329.11245,96000,0.02613726817071438
